"id"	"row"	"col"	"parcellation_structure"	"parcellation_substructure"	"consensus_lca_16"	"consensus_kmodes_16"	"consensus_weighted_16"	"consensus_lca_20"	"consensus_kmodes_20"	"consensus_weighted_20"	"consensus_lca_24"	"consensus_kmodes_24"	"consensus_weighted_24"	"consensus_lca_28"	"consensus_kmodes_28"	"consensus_weighted_28"
"1017092617102730156"	"1017092617102730156"	4771.0514219158	-6763.77082888439	"ZI"	"ZI-unassigned"	14	10	6	6	1	9	21	22	16	18	9	19
"1017092617102730178"	"1017092617102730178"	4700.81895421549	-6777.5769410558	"ZI"	"ZI-unassigned"	14	10	6	6	1	9	21	22	16	18	9	19
"1017092617101740800"	"1017092617101740800"	2976.47084503281	-5360.60627828175	"RT"	"RT"	15	14	9	9	10	11	17	11	10	28	13	11
"1017092617101740531"	"1017092617101740531"	3194.14561917262	-5194.77406176716	"RT"	"RT"	15	1	9	9	10	11	17	16	10	28	13	11
"1017092617102480305-1"	"1017092617102480305-1"	4256.0512720433	-6516.51830155537	"ZI"	"ZI-unassigned"	14	10	6	6	1	9	21	22	13	5	27	10
"1017092617102320216-1"	"1017092617102320216-1"	8150.89052490924	-5330.77001847263	"RT"	"RT"	15	15	9	9	10	11	17	11	10	28	13	11
"1017092617101520518"	"1017092617101520518"	4172.69326054347	-4647.92502978089	"LP"	"LP"	13	15	12	17	11	7	24	12	6	24	4	21
"1017092617102080475"	"1017092617102080475"	7987.40213849429	-4967.31374301995	"RT"	"RT"	15	10	9	9	10	11	17	22	10	28	13	11
"1017092617101980260-1"	"1017092617101980260-1"	2916.22010718135	-5512.92844578115	"RT"	"RT"	15	11	9	9	10	11	17	2	10	28	13	11
"1017092617102320706"	"1017092617102320706"	8229.26258662047	-5640.83009674651	"RT"	"RT"	15	11	9	9	10	11	17	14	10	28	13	11
"1017092617101980370-1"	"1017092617101980370-1"	2990.74780452372	-5593.4690191816	"RT"	"RT"	15	4	9	9	10	11	17	12	10	28	13	11
"1017092617202320347"	"1017092617202320347"	8101.64687040243	-5475.73886542304	"RT"	"RT"	15	4	9	9	10	11	17	23	10	28	13	11
"1017092617101980317"	"1017092617101980317"	2932.69042896685	-5560.73763189152	"RT"	"RT"	15	4	9	9	10	11	17	12	10	28	13	11
"1017092617101740776"	"1017092617101740776"	3069.0624862169	-5359.27954392196	"RT"	"RT"	15	14	9	9	10	11	17	14	10	28	13	11
"1017092617102320050-1"	"1017092617102320050-1"	8149.10864635112	-5222.07722821603	"RT"	"RT"	15	3	9	9	10	11	17	19	10	28	13	11
"1017092617102500215-1"	"1017092617102500215-1"	5247.89530993059	-6224.07075884621	"SMT"	"SMT"	5	11	13	19	2	15	9	11	15	23	22	16
"1017092617102230132"	"1017092617102230132"	3279.71732060617	-6053.49626044182	"RT"	"RT"	15	10	9	9	10	11	17	22	10	28	13	11
"1017092617102320222-1"	"1017092617102320222-1"	7986.93718512943	-5368.4063199994	"RT"	"RT"	15	5	9	9	10	11	17	20	10	28	13	11
"1017092617101740445"	"1017092617101740445"	3059.17006684428	-5182.47366725238	"RT"	"RT"	15	8	9	9	10	11	17	18	10	28	13	11
"1017092617102320208-1"	"1017092617102320208-1"	8130.96322021284	-5327.96407348746	"RT"	"RT"	15	16	9	9	10	11	17	12	10	28	13	11
"1017092617101740430"	"1017092617101740430"	3178.32649528406	-5156.33067029289	"RT"	"RT"	15	1	9	9	10	11	17	13	10	28	13	11
"1017092617101740640"	"1017092617101740640"	2913.57952857194	-5301.57354567972	"RT"	"RT"	15	1	9	9	10	11	17	6	10	28	13	11
"1017092617101740186"	"1017092617101740186"	3135.83024490825	-5011.35420529658	"RT"	"RT"	15	5	9	9	10	11	17	23	10	28	13	11
"1017092617101740459"	"1017092617101740459"	3194.57465412171	-5162.28647384728	"RT"	"RT"	15	11	9	9	10	11	17	12	10	28	13	11
"1017092617101740447"	"1017092617101740447"	3069.13412842473	-5179.49899728692	"RT"	"RT"	15	6	9	9	10	11	17	7	10	28	13	11
"1017092617101980902"	"1017092617101980902"	3195.04182708659	-5978.28974548659	"RT"	"RT"	15	15	9	9	10	11	17	10	10	28	13	11
"1017092617101740181"	"1017092617101740181"	3176.11523575194	-5022.34562187514	"RT"	"RT"	15	10	9	9	10	11	17	19	10	28	13	11
"1017092617101740147"	"1017092617101740147"	3164.02654492482	-4999.41611461356	"RT"	"RT"	15	11	9	9	10	11	17	23	10	28	13	11
"1017092617102230191"	"1017092617102230191"	3442.27669015505	-6078.86271732744	"VPL"	"VPL"	14	10	6	6	1	9	21	22	13	5	27	10
"1017092617102560049"	"1017092617102560049"	7830.18487646374	-5815.12910037231	"RT"	"RT"	15	9	9	9	10	11	17	11	10	28	13	11
"1017092617101500822"	"1017092617101500822"	3061.65520842968	-4917.80097140597	"LGv"	"LGv"	15	10	9	9	10	11	17	9	10	28	13	11
"1017092617101740442"	"1017092617101740442"	3036.27804190402	-5189.72574243943	"RT"	"RT"	15	1	9	9	10	11	17	6	10	28	13	11
"1017092617102080799"	"1017092617102080799"	8146.95286256254	-5203.29831224393	"RT"	"RT"	15	5	9	9	10	11	17	7	10	28	13	11
"1017092617102730119"	"1017092617102730119"	4591.34976940964	-6758.92272731331	"ZI"	"ZI-unassigned"	14	10	6	6	1	9	21	22	16	18	9	10
"1017092617102320492-1"	"1017092617102320492-1"	7971.62027442791	-5587.91426463564	"RT"	"RT"	15	1	9	9	10	11	17	16	10	28	13	11
"1017092617102080831"	"1017092617102080831"	7943.14277767223	-5253.7975434922	"RT"	"RT"	15	3	9	9	10	11	17	12	10	28	13	11
"1017092617102320531-1"	"1017092617102320531-1"	8244.62852010297	-5535.40585652822	"RT"	"RT"	15	6	9	9	10	11	17	10	10	28	13	11
"1017092617102220223"	"1017092617102220223"	3315.69139435442	-6094.26328401836	"RT"	"RT"	15	10	9	9	10	11	17	22	10	28	13	11
"1017092617102320263-1"	"1017092617102320263-1"	8030.45775001244	-5394.49052920052	"RT"	"RT"	15	7	9	9	10	11	17	24	10	28	13	11
"1017092617102320520-1"	"1017092617102320520-1"	8068.64902446915	-5578.47941829026	"RT"	"RT"	15	16	9	9	10	11	17	11	10	28	13	11
"1017092617101740564"	"1017092617101740564"	3099.90787606077	-5226.17671469613	"RT"	"RT"	15	1	9	9	10	11	17	4	10	28	13	11
"1017092617101740450"	"1017092617101740450"	3108.45589262756	-5167.84136551336	"RT"	"RT"	15	12	9	9	10	11	17	6	10	28	13	11
"1017092617102080770"	"1017092617102080770"	7930.72330033557	-5209.38373702015	"RT"	"RT"	15	1	9	9	10	11	17	7	10	28	13	11
"1017092617102320142-1"	"1017092617102320142-1"	8066.55135176849	-5296.36971073916	"RT"	"RT"	15	7	9	9	10	11	17	19	10	28	13	11
"1017092617101740421"	"1017092617101740421"	2999.9543885879	-5202.25406906711	"RT"	"RT"	15	7	9	9	10	11	17	1	10	28	13	11
"1017092617102320668"	"1017092617102320668"	8071.6209677331	-5704.15440114903	"RT"	"RT"	15	15	9	9	10	11	17	23	10	28	13	11
"1017092617102320667"	"1017092617102320667"	7962.04157668895	-5736.06992880168	"RT"	"RT"	15	5	9	9	10	11	17	1	10	28	13	11
"1017092617102320527-1"	"1017092617102320527-1"	8055.2809203423	-5587.45411138812	"RT"	"RT"	15	3	9	9	10	11	17	11	10	28	13	11
"1017092617102320616"	"1017092617102320616"	7932.98014694034	-5704.53788741798	"RT"	"RT"	15	5	9	9	10	11	17	13	10	28	13	11
"1017092617102320471-1"	"1017092617102320471-1"	8105.34720813908	-5528.23263435813	"RT"	"RT"	15	12	9	9	10	11	17	15	10	28	13	11
"1017092617102320388-1"	"1017092617102320388-1"	8083.21887958381	-5482.00458115996	"RT"	"RT"	15	4	9	9	10	11	17	5	10	28	13	11
"1017092617102080741"	"1017092617102080741"	7913.52230071237	-5181.53771222024	"RT"	"RT"	15	2	9	9	10	11	17	13	10	28	13	11
"1017092617102320704"	"1017092617102320704"	8314.85876555782	-5639.05575445116	"RT"	"RT"	15	7	9	9	10	11	17	13	10	28	13	11
"1017092617102320700"	"1017092617102320700"	8145.94463679561	-5669.46685853204	"RT"	"RT"	15	8	9	9	10	11	17	7	10	28	13	11
"1017092617102320701"	"1017092617102320701"	7981.77187352645	-5751.13619749033	"RT"	"RT"	15	13	9	9	10	11	17	12	10	28	13	11
"1017092617101740477"	"1017092617101740477"	3200.68528768851	-5169.82300379085	"RT"	"RT"	15	4	9	9	10	11	17	20	10	28	13	11
"1017092617102320275-1"	"1017092617102320275-1"	8079.01084250818	-5392.04751588444	"RT"	"RT"	15	16	9	9	10	11	17	14	10	28	13	11
"1017092617101740452"	"1017092617101740452"	3080.77642095782	-5176.97678297699	"RT"	"RT"	15	7	9	9	10	11	17	15	10	28	13	11
"1017092617102730161"	"1017092617102730161"	4550.18345981862	-6766.03001564397	"ZI"	"ZI-unassigned"	14	10	6	6	1	18	21	22	16	18	9	19
"1017092617102080765"	"1017092617102080765"	8133.57969769943	-5177.40694859665	"RT"	"RT"	15	15	9	9	10	11	17	1	10	28	13	11
"1017092617102080468"	"1017092617102080468"	7961.16925332007	-4955.70728243039	"RT"	"RT"	15	10	9	9	10	11	17	22	10	28	13	11
"1017092617102320134"	"1017092617102320134"	7981.87753464877	-5305.47842700081	"RT"	"RT"	15	2	9	9	10	11	17	19	10	28	13	11
"1017092617102320150"	"1017092617102320150"	8061.20693147096	-5299.81808734647	"RT"	"RT"	15	10	9	9	10	11	17	18	10	28	13	11
"1017092617101980619"	"1017092617101980619"	3047.84192511917	-5822.44083130073	"RT"	"RT"	15	5	9	9	10	11	17	1	10	28	13	11
"1017092617101500868"	"1017092617101500868"	3158.86790198232	-4956.81920683818	"RT"	"RT"	15	13	9	9	10	11	17	21	10	28	13	11
"1017092617101740680"	"1017092617101740680"	3077.36402493588	-5282.98862761487	"RT"	"RT"	15	6	9	9	10	11	17	20	10	28	13	11
"1017092617102560137"	"1017092617102560137"	7805.7033943947	-5875.17089338817	"RT"	"RT"	15	12	9	9	10	11	17	8	10	28	13	11
"1017092617102560056"	"1017092617102560056"	7957.81330013178	-5809.09115671152	"RT"	"RT"	15	5	9	9	10	11	17	17	10	28	13	11
"1017092617102080595"	"1017092617102080595"	7888.68594469158	-5074.03887049113	"RT"	"RT"	15	7	9	9	10	11	17	24	10	28	13	11
"1017092617102730203"	"1017092617102730203"	4778.23087449878	-6774.41341301419	"ZI"	"ZI-unassigned"	14	10	6	6	1	9	21	22	16	18	9	19
"1017092617102560121"	"1017092617102560121"	7960.13174885818	-5843.41648613472	"RT"	"RT"	15	9	9	9	10	11	17	18	10	28	13	11
"1017092617102720160"	"1017092617102720160"	4295.29469370238	-6753.47659109291	"ZI"	"ZI-unassigned"	14	10	6	6	1	18	24	16	16	18	9	19
"1017092617102770415"	"1017092617102770415"	6769.61709453641	-6666.96500977476	"ZI"	"ZI-unassigned"	14	10	6	6	1	18	21	22	16	18	9	19
"1017092617102080640"	"1017092617102080640"	7903.00416659794	-5103.76286899976	"RT"	"RT"	15	1	9	9	10	11	17	17	10	28	13	11
"1017092617102560136"	"1017092617102560136"	7784.99545650541	-5875.8875688364	"RT"	"RT"	15	12	9	9	10	11	17	24	10	28	13	11
"1017092617102080619"	"1017092617102080619"	8029.24057205547	-5072.2404886662	"RT"	"RT"	15	8	9	9	10	11	17	17	10	28	13	11
"1017092617102320065-1"	"1017092617102320065-1"	8026.51621324593	-5244.93824225016	"RT"	"RT"	15	16	9	9	10	11	17	12	10	28	13	11
"1017092617101740407"	"1017092617101740407"	3010.01575397003	-5187.48747418301	"RT"	"RT"	15	8	9	9	10	11	17	13	10	28	13	11
"1017092617101980178"	"1017092617101980178"	2839.75501186535	-5446.84739699829	"RT"	"RT"	15	9	9	9	10	11	17	1	10	28	13	11
"1017092617102320765"	"1017092617102320765"	7877.04161163897	-5791.64431564215	"RT"	"RT"	15	2	9	9	10	11	17	1	10	28	13	11
"1017092617102320754"	"1017092617102320754"	8213.60918113728	-5662.80826113691	"RT"	"RT"	15	13	9	9	10	11	17	16	10	28	13	11
"1017092617101980350-1"	"1017092617101980350-1"	2958.60091567406	-5577.62448731356	"RT"	"RT"	15	10	9	9	10	11	17	21	10	28	13	11
"1017092617102320649-1"	"1017092617102320649-1"	8303.46439155222	-5611.09402883178	"RT"	"RT"	15	10	9	9	10	11	17	14	10	28	13	11
"1017092617101810280-1"	"1017092617101810280-1"	6602.47331058979	-4639.36131314989	"LP"	"LP"	6	13	3	12	12	3	20	10	4	24	21	4
"1017092617102320181-1"	"1017092617102320181-1"	8179.95469826617	-5300.05718900431	"RT"	"RT"	15	2	9	9	10	11	17	16	10	28	13	11
"1017092617101740140"	"1017092617101740140"	3147.90346979299	-4993.58634137561	"RT"	"RT"	15	1	9	9	10	11	17	22	10	28	13	11
"1017092617102320557-1"	"1017092617102320557-1"	8045.84039335336	-5614.54567471199	"RT"	"RT"	15	6	9	9	10	11	17	6	10	28	13	11
"1017092617102320213-1"	"1017092617102320213-1"	8051.86585325626	-5348.00270655385	"RT"	"RT"	15	15	9	9	10	11	17	2	10	28	13	11
"1017092617101740458"	"1017092617101740458"	3146.83501096272	-5168.0300342223	"RT"	"RT"	15	2	9	9	10	11	17	15	10	28	13	11
"1017092617101980340-1"	"1017092617101980340-1"	2990.58652200994	-5562.27870705864	"RT"	"RT"	15	15	9	9	10	11	17	9	10	28	13	11
"1017092617102330523-1"	"1017092617102330523-1"	8284.04292042599	-5486.85127389452	"RT"	"RT"	15	14	9	9	10	11	17	13	10	28	13	11
"1017092617102080527"	"1017092617102080527"	7903.93201090829	-5016.8217518774	"RT"	"RT"	15	10	9	9	10	11	17	2	10	28	13	11
"1017092617102550239"	"1017092617102550239"	7717.63004210052	-5979.41520928117	"RT"	"RT"	15	10	9	9	10	11	17	22	10	28	13	11
"1017092617102320569-1"	"1017092617102320569-1"	8119.60244217579	-5590.00699498223	"RT"	"RT"	15	14	9	9	10	11	17	5	10	28	13	11
"1017092617102320570-1"	"1017092617102320570-1"	8232.05833353043	-5565.21824921186	"RT"	"RT"	15	2	9	9	10	11	17	6	10	28	13	11
"1017092617102080821"	"1017092617102080821"	8137.0870933527	-5217.4795508046	"RT"	"RT"	15	1	9	9	10	11	17	10	10	28	13	11
"1017092617102730197"	"1017092617102730197"	4548.77513752289	-6777.38152902217	"ZI"	"ZI-unassigned"	14	10	6	6	1	18	21	22	16	18	9	19
"1017092617101740336"	"1017092617101740336"	3033.87789205016	-5120.99954491633	"RT"	"RT"	15	13	9	9	10	11	17	13	10	28	13	11
"1017092617102320315-1"	"1017092617102320315-1"	8187.28802654688	-5398.31704935047	"RT"	"RT"	15	6	9	9	10	11	17	14	10	28	13	11
"1017092617102320658-1"	"1017092617102320658-1"	8194.16388874317	-5632.13394735889	"RT"	"RT"	15	12	9	9	10	11	17	18	10	28	13	11
"1017092617102320373"	"1017092617102320373"	8247.73409081707	-5422.45142896346	"RT"	"RT"	15	1	9	9	10	11	17	6	10	28	13	11
"1017092617102560157"	"1017092617102560157"	7815.63271395274	-5887.23757181845	"RT"	"RT"	15	16	9	9	10	11	17	2	10	28	13	11
"1017092617102320758"	"1017092617102320758"	8014.21689883012	-5781.22897777363	"RT"	"RT"	15	3	9	9	10	11	17	13	10	28	13	11
"1017092617201980627"	"1017092617201980627"	3101.06449530935	-5906.0202836979	"RT"	"RT"	15	6	9	9	10	11	17	24	10	28	13	11
"1017092617101740076"	"1017092617101740076"	3248.11960656836	-4975.53041582775	"RT"	"RT"	15	16	9	9	10	11	17	19	10	28	13	11
"1017092617102080763"	"1017092617102080763"	8139.76658534779	-5178.52885499684	"RT"	"RT"	15	10	9	9	10	11	17	14	10	28	13	11
"1017092617102080467"	"1017092617102080467"	8019.16780231826	-4972.07709096866	"LGv"	"LGv"	15	10	9	9	10	11	17	22	10	28	13	11
"1017092617102320763"	"1017092617102320763"	8165.6155091642	-5683.27645012972	"RT"	"RT"	15	7	9	9	10	11	17	7	10	28	13	11
"1017092617101740334"	"1017092617101740334"	3042.36468946248	-5121.46205038697	"RT"	"RT"	15	9	9	9	10	11	17	12	10	28	13	11
"1017092617102320562"	"1017092617102320562"	8061.01266937789	-5608.96061533442	"RT"	"RT"	15	9	9	9	10	11	17	6	10	28	13	11
"1017092617101980249-1"	"1017092617101980249-1"	3069.1522089058	-5462.76428170462	"RT"	"RT"	15	2	9	9	10	11	17	1	10	28	13	11
"1017092617102320532-1"	"1017092617102320532-1"	8266.37976978659	-5533.76434421119	"RT"	"RT"	15	14	9	9	10	11	17	6	10	28	13	11
"1017092617102320469"	"1017092617102320469"	8154.66374562207	-5510.09340533866	"RT"	"RT"	15	6	9	9	10	11	17	16	10	28	13	11
"1017092617102320468-1"	"1017092617102320468-1"	8053.16772574216	-5542.19539430175	"RT"	"RT"	15	1	9	9	10	11	17	18	10	28	13	11
"1017092617101740062"	"1017092617101740062"	3213.58647969367	-4959.42593331009	"RT"	"RT"	15	4	9	9	10	11	17	18	10	28	13	11
"1017092617102470386-1"	"1017092617102470386-1"	3871.28778620507	-6501.20310682818	"ZI"	"ZI-unassigned"	14	10	6	6	1	9	21	22	13	5	27	10
"1017092617101740597"	"1017092617101740597"	3131.29856608749	-5237.23124012065	"RT"	"RT"	15	14	9	9	10	11	17	23	10	28	13	11
"1017092617101740632"	"1017092617101740632"	2897.41901270914	-5298.13513484374	"RT"	"RT"	15	2	9	9	10	11	17	9	10	28	13	11
"1017092617102080648"	"1017092617102080648"	8074.53933973702	-5090.12591692253	"RT"	"RT"	15	13	9	9	10	11	17	8	10	28	13	11
"1017092617102320703"	"1017092617102320703"	8202.52489849785	-5646.60052102603	"RT"	"RT"	15	1	9	9	10	11	17	8	10	28	13	11
"1017092617102260567"	"1017092617102260567"	4943.04615405007	-6072.70369176239	"VM"	"VM"	1	5	4	8	14	6	5	20	8	23	17	9
"1017092617102080791"	"1017092617102080791"	8071.69038501519	-5203.6180500763	"RT"	"RT"	15	2	9	9	10	11	17	6	10	28	13	11
"1017092617102320039"	"1017092617102320039"	8105.04948773102	-5215.08475861693	"RT"	"RT"	15	1	9	9	10	11	17	21	10	28	13	11
"1017092617102490682"	"1017092617102490682"	4482.67281068575	-6715.65095972231	"ZI"	"ZI-unassigned"	14	10	6	6	1	18	21	22	16	18	9	19
"1017092617101740385"	"1017092617101740385"	3051.96891412088	-5158.41876796093	"RT"	"RT"	15	16	9	9	10	11	17	24	10	28	13	11
"1017092617101980647"	"1017092617101980647"	3032.9126827018	-5852.7670140834	"RT"	"RT"	15	9	9	9	10	11	17	20	10	28	13	11
"1017092617102030605-1"	"1017092617102030605-1"	5327.76446508075	-5581.19495211086	"MD"	"MD"	8	1	1	2	3	4	16	23	2	14	18	2
"1017092617102510617"	"1017092617102510617"	5806.91040614188	-6481.79514157204	"PR"	"PR"	1	5	4	20	14	6	22	20	18	23	22	15
"1017092617101530626-1"	"1017092617101530626-1"	4486.80811636127	-4483.98227730694	"LP"	"LP"	6	13	3	12	12	3	20	21	4	24	21	4
"1017092617102080535"	"1017092617102080535"	8082.37919913966	-5021.89634547955	"LGv"	"LGv"	15	10	9	9	10	11	17	22	10	28	13	11
"1017092617101740347"	"1017092617101740347"	3039.5951558643	-5128.9794562523	"RT"	"RT"	15	9	9	9	10	11	17	2	10	28	13	11
"1017092617102560147"	"1017092617102560147"	7857.18990500698	-5875.80738782066	"RT"	"RT"	15	14	9	9	10	11	17	9	10	28	13	11
"1017092617101740542"	"1017092617101740542"	3054.17859618163	-5224.91943951171	"RT"	"RT"	15	16	9	9	10	11	17	13	10	28	13	11
"1017092617102320780"	"1017092617102320780"	7931.8166663512	-5803.3721725461	"RT"	"RT"	15	15	9	9	10	11	17	12	10	28	13	11
"1017092617101740364"	"1017092617101740364"	2994.50687920386	-5159.94999167191	"RT"	"RT"	15	10	9	9	10	11	17	8	10	28	13	11
"1017092617102220101"	"1017092617102220101"	3209.3616797625	-6007.2378796554	"RT"	"RT"	15	1	9	9	10	11	17	22	10	28	13	11
"1017092617101980750"	"1017092617101980750"	3091.09333274015	-5911.60637255631	"RT"	"RT"	15	6	9	9	10	11	17	9	10	28	13	11
"1017092617102320610-1"	"1017092617102320610-1"	8017.86926871907	-5669.27137637163	"RT"	"RT"	15	11	9	9	10	11	17	21	10	28	13	11
"1017092617102320498-1"	"1017092617102320498-1"	8177.92737800961	-5530.32253413659	"RT"	"RT"	15	15	9	9	10	11	17	7	10	28	13	11
"1017092617102320480-1"	"1017092617102320480-1"	8111.30597670212	-5536.32813426464	"RT"	"RT"	15	1	9	9	10	11	17	21	10	28	13	11
"1017092617102320483-1"	"1017092617102320483-1"	8236.19760104298	-5502.86444019547	"RT"	"RT"	15	12	9	9	10	11	17	15	10	28	13	11
"1017092617102320534-1"	"1017092617102320534-1"	8012.74736046947	-5603.45482730094	"RT"	"RT"	15	11	9	9	10	11	17	5	10	28	13	11
"1017092617102320717"	"1017092617102320717"	8126.05975525216	-5697.96568552202	"RT"	"RT"	15	7	9	9	10	11	17	24	10	28	13	11
"1017092617101740635"	"1017092617101740635"	3119.9707438655	-5256.6586131589	"RT"	"RT"	15	5	9	9	10	11	17	23	10	28	13	11
"1017092617102320319-1"	"1017092617102320319-1"	8038.71386725019	-5440.87250470958	"RT"	"RT"	15	1	9	9	10	11	17	5	10	28	13	11
"1017092617102080459"	"1017092617102080459"	7883.91838998133	-4968.26623110843	"RT"	"RT"	15	10	9	9	10	11	17	22	10	28	13	11
"1017092617101740465"	"1017092617101740465"	3060.30134112396	-5196.93886450918	"RT"	"RT"	15	10	9	9	10	11	17	13	10	28	13	11
"1017092617102080617"	"1017092617102080617"	8091.99341712469	-5069.73969283846	"RT"	"RT"	15	9	9	9	10	11	17	15	10	28	13	11
"1017092617101980852"	"1017092617101980852"	3145.5125435959	-5963.99886163082	"RT"	"RT"	15	11	9	9	10	11	17	21	10	28	13	11
"1017092617102560132"	"1017092617102560132"	7946.02744923954	-5854.87860304533	"RT"	"RT"	15	13	9	9	10	11	17	13	10	28	13	11
"1017092617101980553"	"1017092617101980553"	2979.16723753902	-5775.74261869506	"RT"	"RT"	15	7	9	9	10	11	17	13	10	28	13	11
"1017092617102320172-1"	"1017092617102320172-1"	8162.741028399	-5296.68177098123	"RT"	"RT"	15	3	9	9	10	11	17	18	10	28	13	11
"1017092617102560193"	"1017092617102560193"	7798.18361937024	-5920.6086389209	"RT"	"RT"	15	14	9	9	10	11	17	11	10	28	13	11
"1017092617102560085"	"1017092617102560085"	7889.72234114575	-5839.47041684494	"RT"	"RT"	15	5	9	9	10	11	17	8	10	28	13	11
"1017092617102480442-1"	"1017092617102480442-1"	4117.67667489298	-6567.9068986712	"ZI"	"ZI-unassigned"	14	10	6	6	1	9	21	22	16	18	9	10
"1017092617102760432-1"	"1017092617102760432-1"	6390.2905613731	-6748.86503329672	"ZI"	"ZI-unassigned"	14	10	6	6	1	18	21	22	16	18	9	19
"1017092617102480600"	"1017092617102480600"	4256.62802004098	-6653.72492057936	"ZI"	"ZI-unassigned"	14	10	6	6	1	18	21	22	16	18	9	19
"1017092617101530323"	"1017092617101530323"	4275.26534634463	-4419.03567070804	"LP"	"LP"	6	13	3	12	12	3	20	21	4	24	2	4
"1017092617102320752"	"1017092617102320752"	8152.75345481663	-5690.33614266192	"RT"	"RT"	15	10	9	9	10	11	17	21	10	28	13	11
"1017092617102320470"	"1017092617102320470"	8090.08019912057	-5529.08091747764	"RT"	"RT"	15	3	9	9	10	11	17	16	10	28	13	11
"1017092617202320369"	"1017092617202320369"	8235.79349012861	-5453.07298135753	"RT"	"RT"	15	7	9	9	10	11	17	13	10	28	13	11
"1017092617101980601"	"1017092617101980601"	3104.40844386323	-5796.27364378726	"RT"	"RT"	15	3	9	9	10	11	17	3	10	28	13	11
"1017092617101740228"	"1017092617101740228"	3197.91628159334	-5061.4960825144	"RT"	"RT"	15	11	9	9	10	11	17	15	10	28	13	11
"1017092617102320401-1"	"1017092617102320401-1"	8177.09771747005	-5461.01257825445	"RT"	"RT"	15	9	9	9	10	11	17	23	10	28	13	11
"1017092617101740220"	"1017092617101740220"	3063.93970289549	-5021.38945705595	"RT"	"RT"	15	10	9	9	10	11	17	17	10	28	13	11
"1017092617102320407-1"	"1017092617102320407-1"	8121.13465105918	-5482.90940154212	"RT"	"RT"	15	8	9	9	10	11	17	1	10	28	13	11
"1017092617102320567-1"	"1017092617102320567-1"	8081.12063838663	-5605.92075625815	"RT"	"RT"	15	11	9	9	10	11	17	2	10	28	13	11
"1017092617102480647"	"1017092617102480647"	4481.64493058458	-6709.95452636244	"ZI"	"ZI-unassigned"	14	10	6	6	1	18	21	22	16	18	9	19
"1017092617102480467"	"1017092617102480467"	4223.61437746207	-6586.93084796128	"ZI"	"ZI-unassigned"	14	10	6	6	1	9	21	22	13	5	27	10
"1017092617102770124-1"	"1017092617102770124-1"	6807.15380492485	-6529.54881986899	"ZI"	"ZI-unassigned"	14	10	6	6	1	9	21	22	13	5	27	10
"1017092617102780167-1"	"1017092617102780167-1"	6925.32139488458	-6497.03494417181	"ZI"	"ZI-unassigned"	14	10	6	6	1	9	21	22	13	5	27	10
"1017092617102480222-1"	"1017092617102480222-1"	3934.96292971169	-6457.44014814812	"ZI"	"ZI-unassigned"	14	10	6	6	1	9	21	22	13	5	27	10
"1017092617102780068-1"	"1017092617102780068-1"	6952.93417397414	-6451.6318724367	"ZI"	"ZI-unassigned"	14	10	6	6	1	9	21	22	13	5	27	10
"1017092617102550136"	"1017092617102550136"	7694.42526667099	-5909.14603491679	"VPL"	"VPL"	14	10	6	9	1	9	21	22	13	5	27	10
"1017092617102550395"	"1017092617102550395"	7438.42197367714	-6165.02025962998	"ZI"	"ZI-unassigned"	14	10	6	6	1	9	21	22	13	5	27	10
"1017092617102230593"	"1017092617102230593"	3695.73410408834	-6307.37997097169	"ZI"	"ZI-unassigned"	14	10	6	6	1	9	21	22	13	5	27	10
"1017092617102760104-1"	"1017092617102760104-1"	6289.49980263592	-6655.57000697329	"ZI"	"ZI-unassigned"	14	10	6	6	1	9	21	22	13	5	27	10
"1017092617102770233-1"	"1017092617102770233-1"	6717.05476398356	-6600.10117331981	"ZI"	"ZI-unassigned"	14	10	6	6	1	9	21	22	13	5	27	10
"1017092617102480415-1"	"1017092617102480415-1"	4224.48452486123	-6564.6107323224	"ZI"	"ZI-unassigned"	14	10	6	6	1	9	21	22	13	5	27	10
"1017092617102540573"	"1017092617102540573"	7279.3088881601	-6299.1361775774	"ZI"	"ZI-unassigned"	14	10	6	6	1	9	21	22	13	5	27	10
"1017092617102720084"	"1017092617102720084"	4239.54716757612	-6718.26141418128	"ZI"	"ZI-unassigned"	14	10	6	6	1	18	24	5	16	18	9	19
