	x	y	z	data	sample	cluster_number	consensus_lca	consensus_weighted	consensus_kmode	cross_method_entropy	SEDR_config_default_label	BANKSY_config_default_label	SpaceFlow_config_default_label	precast_config_default_label	CellCharter_config_default_label	seurat_config_default_label
1019171907101860613	5325.793499193367	-4658.992902761159	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101860637	5338.38969988671	-4665.05866204811	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907102090228	5766.656182360383	-4587.116742697888	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101860394-1	5237.56311347706	-4542.827015568249	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101860395-1	5261.935613909064	-4522.943574835925	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101860451-1	5260.43175462263	-4577.764177923962	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101860309-1	5224.1941197196775	-4481.817118300732	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907102090201	5705.548937247987	-4606.176623240034	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870393	5291.954832012671	-4439.330905390121	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907202090140	5803.281331374231	-4521.885353262431	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870422	5246.443104384286	-4494.7407008594	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907102090199	5816.116443875343	-4521.641968951863	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907102090189	5774.401603519486	-4559.906505606325	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101860654	5364.020940880257	-4657.297581078009	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870535-1	5293.042219103069	-4559.331863933888	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907102090155	5711.666044935981	-4578.334338289064	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907102090215	5814.250240935616	-4533.045576930728	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101870449-1	5262.597993898197	-4509.096728188083	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.30059200753451	10	12	12	6	6	11
1019171907101880352	5755.3739234321565	-4159.922557498129	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101880360-1	5747.830475009908	-4178.325734076666	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101880357-1	5750.82276673058	-4160.773393734943	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101880361-1	5753.606729928666	-4169.89462064996	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101880470-1	5798.04267172575	-4179.758935374233	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101880330-1	5733.565990862171	-4175.737870530666	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101880485-1	5796.906783105231	-4198.299199568307	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101380488	2849.446333788043	-5405.628810373395	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101380430	2929.7229047700253	-5258.17582437633	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.63772676243696	16	13	14	17	15	13
1019171907101380333	2915.0604206185144	-5197.040191031952	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.71474311583251	8	17	14	17	7	13
1019171907101590604	3251.75914139449	-5996.574842140096	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101380503	2976.973041565894	-5268.65004993937	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101590560	3236.065833256073	-5954.707218629672	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	7	12	11	1.67623493913473	16	13	14	17	7	13
1019171907101880312-1	5736.951318305701	-4143.2329904195285	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101880419-1	5781.282294738998	-4175.276486378574	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	17	14	1.75325129253028	8	18	13	10	12	17
1019171907101860434-1	5004.26107770729	-4776.149424208304	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	9	6	12	1.52220223234363	15	6	16	18	9	17
1019171907102310259-1	5955.834466149143	-5078.308717107591	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.37591435852414	9	11	15	18	17	17
1019171907101860800	5101.486716791815	-4950.539561842758	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	10	14	1.56071040904141	8	11	15	18	13	17
1019171907102080112	5136.624988217593	-4954.222838994081	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	14	1.59963820096508	8	11	15	18	17	17
1019171907102070148-1	5012.238756921124	-5123.67042100471	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	9	3	7	1.52220223234363	1	3	5	18	9	17
1019171907102310067	5885.706000048048	-4950.737568607838	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.37591435852414	9	11	15	18	17	17
1019171907102080066	5131.877841289403	-4942.038418652981	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	10	14	1.56071040904141	8	11	15	18	13	17
1019171907101860798	5095.310895408172	-4956.923309440197	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	14	10	14	1.56071040904141	8	11	15	18	13	17
1019171907102310090-1	5957.227535536371	-4953.948317762976	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.37591435852414	9	11	15	18	17	17
1019171907102300320-1	5817.629239708979	-5336.396803850364	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.38746681153347	9	11	6	18	17	17
1019171907102310193-1	5961.917822117929	-5019.648788928702	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.37591435852414	9	11	15	18	17	17
1019171907102080177	5163.393833625922	-4985.916584401995	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	14	1.59963820096508	8	11	15	18	17	17
1019171907102080203	5242.918033564435	-4918.180642434669	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.37591435852414	9	11	15	18	17	17
1019171907102310040	5858.879839437066	-4929.25074696529	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.37591435852414	9	11	15	18	17	17
1019171907102090385	5810.765833456002	-4616.349017402917	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.4546247143256	10	12	12	18	6	17
1019171907101860485-1	5217.223954847892	-4646.141328781044	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.4546247143256	10	12	12	18	6	17
1019171907101860715	5368.8503603356185	-4697.660536470604	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.4546247143256	10	12	12	18	6	17
1019171907102310160-1	5949.729946721609	-4999.118333444983	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.37591435852414	9	11	15	18	17	17
1019171907102090702	5868.912989945877	-4863.085842854238	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.37591435852414	9	11	15	18	17	17
1019171907101860861	5257.113659437784	-4823.44175633245	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	7	1.63814637766285	1	11	15	18	17	17
1019171907101860457-1	5234.710055009575	-4609.70011649208	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.4546247143256	10	12	12	18	6	17
1019171907102090313	5807.443366039922	-4595.340801970244	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	6	9	2	1.4546247143256	10	12	12	18	6	17
1019171907101860546-1	4969.632876366114	-4889.024592548646	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	6	12	1.48453328609765	9	6	15	18	9	17
1019171907101620159-1	3963.326474697255	-4929.4778499371305	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	12	1	16	1.60775945153052	5	2	9	3	2	1
1019171907101840239-1	4224.4776835014645	-5447.288867630846	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	12	1	8	1.56925127483275	5	2	1	3	2	1
1019171907102080703	5646.8711474975535	-5140.2827083276825	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.49355250624927	9	11	15	1	17	4
1019171907102510319	5541.702584319437	-6444.690860371245	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	9	3	7	1.63772676243696	1	3	5	1	3	3
1019171907102080360	5301.143465157043	-5116.910655411942	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.37591435852414	9	11	15	18	17	17
1019171907102080361	5312.521733071037	-5107.554798851659	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.42125557054248	9	11	15	18	17	12
1019171907102300153	5607.0544954839925	-5349.8870192563645	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	9	3	7	1.52262184756953	1	3	5	18	17	3
1019171907102080332	5315.873879932541	-5074.739663186511	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	15	1	17	12
1019171907102310111-1	5774.632369979485	-5013.057786870962	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	6	1	17	12
1019171907102300337	5731.422257776768	-5428.285967056767	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	15	1	17	12
1019171907102080318	5251.610355681538	-5094.413786398963	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	15	1	17	12
1019171907102300161-1	5719.431619140907	-5249.569204981436	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.35107225246751	9	11	15	1	17	10
1019171907102310081-1	5782.166337922932	-4972.542482542192	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	15	1	17	12
1019171907102310126-1	5779.108803560901	-5038.822600789454	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	6	1	17	12
1019171907102080317	5245.570112415366	-5104.027579936495	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	15	1	17	12
1019171907102090693	5857.41177329197	-4862.379698170712	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.49355250624927	9	11	15	1	17	4
1019171907102300115-1	5741.591317229761	-5157.395809935536	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	15	1	17	12
1019171907102080449	5294.334547875722	-5186.077104798139	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	15	1	17	12
1019171907102300148-1	5765.787668786192	-5160.910178329931	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	15	1	17	12
1019171907102080322	5356.99868237294	-5035.497333135512	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	7	1.63814637766285	1	11	15	18	17	17
1019171907102300154-1	5711.661080529003	-5255.297913746093	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.53206068294705	9	11	15	1	17	3
1019171907102080758	5728.972747741148	-5050.005817431762	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	15	1	17	12
1019171907102080456	5271.038721740044	-5206.210778262803	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	15	1	17	12
1019171907102310105-1	5753.290887246834	-5075.6891305439385	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	6	1	17	12
1019171907102080292	5296.989222085887	-5034.913612778023	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.42125557054248	9	11	15	18	17	12
1019171907102080358	5242.593499384832	-5142.911285889315	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	6	1	17	12
1019171907102080366	5443.6786621005685	-4982.916407975182	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.54659535360717	1	11	15	1	17	12
1019171907102080704	5685.635458353966	-5056.030003948845	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	15	1	17	12
1019171907102080412	5324.811748972519	-5143.971847798516	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.46746538257981	9	11	15	18	17	3
1019171907102080573	5582.339375145444	-5039.686161454285	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	7	1.72286436639795	1	11	5	1	17	3
1019171907102080211	5250.145534146789	-4895.819772092356	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	15	1	17	12
1019171907102300052	5708.970341640044	-5106.247935693411	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	15	1	17	12
1019171907102310094	5755.260587354201	-5027.865781976837	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	6	1	17	12
1019171907102080443	5400.341406587963	-5117.499755552367	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	7	1.63814637766285	1	11	15	18	17	12
1019171907102090801	5757.291144832378	-4935.872887898766	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	15	1	17	12
1019171907102080232	5259.870417801238	-4975.805197739031	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	15	1	17	12
1019171907102300133	5765.664627609608	-5122.279857964479	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	15	1	17	12
1019171907102080346	5240.568326336629	-5128.532709621549	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	15	1	17	12
1019171907102080472	5439.176011164891	-5120.192973530285	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	15	1.67665455436062	1	11	15	18	17	3
1019171907102300178-1	5730.701963584068	-5256.890844402215	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	6	1	17	12
1019171907102080328	5205.87774605513	-5133.863330033229	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	6	1	17	12
1019171907102080722	5670.937804469214	-5114.847696776983	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	15	1	17	12
1019171907102080256	5282.373302211856	-4980.858292886593	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	15	1	17	12
1019171907102080673	5695.623598934012	-4978.183610052343	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.54659535360717	1	11	15	1	17	12
1019171907102080694	5654.425638088976	-5108.386953580662	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	15	1	17	12
1019171907102080389	5305.853499427453	-5144.374728789696	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.42125557054248	9	11	15	18	17	12
1019171907102080728	5704.64964447102	-5036.055812653306	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	15	1	17	12
1019171907102080468	5252.09214434173	-5229.198426231279	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	15	1	17	12
1019171907102080427	5286.277324957253	-5173.9612035429	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	15	1	17	12
1019171907102080417	5280.294514970142	-5175.555903722173	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	6	1	17	12
1019171907102080698	5624.652696902808	-5170.909559216197	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	7	1.55342838892775	1	11	15	18	17	4
1019171907102080392	5397.645485909575	-5076.066832520139	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	7	1.63814637766285	1	11	15	18	17	12
1019171907102080353	5333.918921742805	-5079.351583967621	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.42125557054248	9	11	15	18	17	12
1019171907101860719	4987.876885199478	-4980.074296152449	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	8	6	12	1.65396926356785	9	6	15	1	9	3
1019171907102080280	5356.230717615013	-4939.2658241296585	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	7	1.63814637766285	1	11	15	18	17	12
1019171907102080436	5290.658762129348	-5187.289598867058	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	15	1	17	12
1019171907102080217	5252.513146820726	-4932.506457567279	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.49355250624927	9	11	15	1	17	4
1019171907101860536	4926.053029134109	-4911.240294811295	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	8	6	12	1.56154963949319	9	6	15	1	9	12
1019171907102300076	5737.184941575228	-5086.642244345346	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	15	1	17	12
1019171907102080260	5296.647405154346	-4966.707184149192	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	15	1	17	12
1019171907102080238	5274.794766641219	-4947.610037055298	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	15	1	17	12
1019171907102310039-1	5740.385951793274	-4999.7814295613325	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	1	10	12	1.33363064767535	9	11	15	1	17	12
1019171907102530479	6474.290344620611	-5665.763115983923	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	15	5	15	1.71474311583251	2	8	10	7	5	10
1019171907102060451-1	4665.862949604328	-6055.409423558882	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	15	5	15	1.71474311583251	2	8	10	7	5	10
1019171907102060448-1	4696.86162191933	-6013.434062603	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	15	5	15	1.71474311583251	2	8	10	7	5	10
1019171907102740068-1	6252.02218553239	-6095.822007930328	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	15	5	15	1.71474311583251	2	8	10	7	5	10
1019171907102530243	6295.8957277523405	-5521.026495193284	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	15	5	15	1.75325129253028	2	8	11	7	5	3
1019171907102740127-1	6373.63592119732	-6049.724432120639	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	15	5	15	1.56071040904141	2	8	10	7	5	15
1019171907101840360-1	4487.478549047264	-5393.3909553723215	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	12	1	16	1.63772676243696	5	2	1	7	2	10
1019171907102520482	6183.317877742946	-5995.173693793712	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	15	5	15	1.71474311583251	2	8	10	7	5	10
1019171907102750107	6410.971232671239	-5986.50930708167	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	15	5	15	1.71474311583251	2	8	10	7	5	10
1019171907102060072	4636.992674478967	-5519.864347114253	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	15	5	15	1.75325129253028	2	8	10	7	5	3
1019171907102060089	4658.327677760339	-5520.567197842882	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	15	5	15	1.75325129253028	2	8	10	7	5	3
1019171907102740119-1	6412.069728034991	-5995.230692187743	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	15	5	15	1.71474311583251	2	8	10	7	5	10
1019171907102520483	6213.382569876954	-5974.907047365974	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	15	5	15	1.71474311583251	2	8	10	7	5	10
1019171907102530477	6382.747762519962	-5754.006519549878	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	15	5	15	1.71474311583251	2	8	10	7	5	10
1019171907102520276	6056.106598630396	-5784.700612737107	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	15	5	15	1.59921858573918	14	8	11	7	5	3
1019171907102060049	4619.456300012636	-5499.464556016013	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	15	5	15	1.75325129253028	2	8	10	7	5	3
1019171907102310708-1	6389.376331649421	-5206.976411256367	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	15	5	15	1.59921858573918	14	8	11	7	9	3
1019171907102060087-1	4583.38781739814	-5564.715848948297	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	15	5	15	1.71474311583251	2	8	10	7	5	10
1019171907102060329-1	4847.186870960078	-5717.398946940194	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	15	5	15	1.75325129253028	2	8	10	7	5	3
1019171907102060157-1	4665.906701096233	-5612.2645158661	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	15	5	15	1.75325129253028	2	8	10	7	5	3
1019171907101850457-1	4631.245999416118	-5245.394551285805	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	15	5	15	1.75325129253028	14	8	11	7	5	16
1019171907102530472	6339.7676891123365	-5786.877542412204	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	15	5	15	1.71474311583251	2	8	10	7	5	10
1019171907102060259-1	4682.136909014506	-5747.011433774201	6600.0	abc_atlas_wmb_thalamus	C57BL6J-638850_6600	18	15	5	15	1.71474311583251	2	8	10	7	5	10
