	x	y	data	sample	cluster_number	consensus_kmode	cross_method_entropy	BANKSY_config_default_label	SCAN-IT_config_default_label	SpaceFlow_config_default_label	DRSC_config_default_label	SCAN-IT_config_seqFISH_mouse_SScortex_label	stardust_config_default_label
FN4_D1_batch2_133_138	366	-39	stereoseq_liver	FN4_D1_batch2	9	8	1.47770025077707	6	2	3	1	0	1
FN4_D1_batch2_167_153	400	-24	stereoseq_liver	FN4_D1_batch2	9	4	1.33951979945817	3	4	2	6	1	1
FN4_D1_batch2_178_173	411	-4	stereoseq_liver	FN4_D1_batch2	9	4	1.42423778819328	3	4	3	1	5	2
FN4_D1_batch2_188_94	421	-83	stereoseq_liver	FN4_D1_batch2	9	8	1.43149043873974	2	5	4	4	5	4
FN4_D1_batch2_161_132	394	-45	stereoseq_liver	FN4_D1_batch2	9	8	1.35363485489241	2	2	5	6	0	1
FN4_D1_batch2_175_80	408	-97	stereoseq_liver	FN4_D1_batch2	9	9	1.48411367087175	8	3	6	6	3	1
FN4_D1_batch2_191_209	424	32	stereoseq_liver	FN4_D1_batch2	9	3	1.51578881224895	4	1	0	7	2	6
FN4_D1_batch2_178_274	411	97	stereoseq_liver	FN4_D1_batch2	9	1	1.63772676243696	5	1	1	3	2	0
FN4_D1_batch2_136_246	369	69	stereoseq_liver	FN4_D1_batch2	9	9	1.53074309813497	5	6	2	3	3	0
FN4_D1_batch2_188_103	421	-74	stereoseq_liver	FN4_D1_batch2	9	6	1.5080871769094	7	7	1	2	4	5
FN4_D1_batch2_175_207	408	30	stereoseq_liver	FN4_D1_batch2	9	4	1.60733983630463	3	4	2	3	1	0
FN4_D1_batch2_179_76	412	-101	stereoseq_liver	FN4_D1_batch2	9	6	1.21554351515713	8	3	1	9	4	7
FN4_D1_batch2_211_155	444	-22	stereoseq_liver	FN4_D1_batch2	9	8	1.42083595531659	2	2	3	1	5	2
FN4_D1_batch2_166_258	399	81	stereoseq_liver	FN4_D1_batch2	9	3	1.60733983630463	4	1	1	7	2	6
FN4_D1_batch2_148_227	381	50	stereoseq_liver	FN4_D1_batch2	9	7	1.39728206450484	9	1	0	9	7	0
FN4_D1_batch2_216_280	449	103	stereoseq_liver	FN4_D1_batch2	9	5	1.35835427258117	1	0	3	1	0	3
FN4_D1_batch2_130_221	363	44	stereoseq_liver	FN4_D1_batch2	9	9	1.52262184756953	5	0	2	3	0	0
FN4_D1_batch2_176_242	409	65	stereoseq_liver	FN4_D1_batch2	9	7	1.6458480130024	9	4	2	3	1	0
FN4_D1_batch2_126_136	359	-41	stereoseq_liver	FN4_D1_batch2	9	6	1.4546247143256	4	7	1	7	4	5
FN4_D1_batch2_156_76	389	-101	stereoseq_liver	FN4_D1_batch2	9	6	1.5080871769094	7	7	1	2	4	5
FN4_D1_batch2_140_205	373	28	stereoseq_liver	FN4_D1_batch2	9	5	1.46957900021162	1	0	5	6	1	3
FN4_D1_batch2_229_132	462	-45	stereoseq_liver	FN4_D1_batch2	9	2	1.48369405564586	8	5	7	5	6	4
FN4_D1_batch2_212_183	445	6	stereoseq_liver	FN4_D1_batch2	9	3	1.48369405564586	4	7	0	7	2	5
FN4_D1_batch2_148_204	381	27	stereoseq_liver	FN4_D1_batch2	9	5	1.49313289102338	1	0	3	4	0	2
FN4_D1_batch2_197_205	430	28	stereoseq_liver	FN4_D1_batch2	9	5	1.35835427258117	1	0	3	1	0	3
FN4_D1_batch2_199_74	432	-103	stereoseq_liver	FN4_D1_batch2	9	2	1.48369405564586	8	5	7	5	6	4
FN4_D1_batch2_150_227	383	50	stereoseq_liver	FN4_D1_batch2	9	7	1.6458480130024	9	4	2	3	1	0
FN4_D1_batch2_208_188	441	11	stereoseq_liver	FN4_D1_batch2	9	5	1.42895720588204	6	2	3	1	0	2
FN4_D1_batch2_217_167	450	-10	stereoseq_liver	FN4_D1_batch2	9	3	1.52220223234363	4	7	1	7	2	5
FN4_D1_batch2_152_134	385	-43	stereoseq_liver	FN4_D1_batch2	9	8	1.50766756168351	2	3	6	3	7	1
FN4_D1_batch2_139_91	372	-86	stereoseq_liver	FN4_D1_batch2	9	6	1.31554629342053	7	3	0	7	7	7
FN4_D1_batch2_208_227	441	50	stereoseq_liver	FN4_D1_batch2	9	7	1.5080871769094	9	1	0	3	2	0
FN4_D1_batch2_177_148	410	-29	stereoseq_liver	FN4_D1_batch2	9	4	1.5080871769094	3	3	6	6	7	1
FN4_D1_batch2_178_280	411	103	stereoseq_liver	FN4_D1_batch2	9	1	1.43107082351385	5	8	0	3	4	0
FN4_D1_batch2_182_118	415	-59	stereoseq_liver	FN4_D1_batch2	9	7	1.31554629342053	7	3	0	7	7	7
FN4_D1_batch2_120_194	353	17	stereoseq_liver	FN4_D1_batch2	9	9	1.41695576807962	5	6	5	6	3	0
FN4_D1_batch2_207_223	440	46	stereoseq_liver	FN4_D1_batch2	9	5	1.38486101147652	1	0	3	6	0	3
FN4_D1_batch2_229_175	462	-2	stereoseq_liver	FN4_D1_batch2	9	7	1.3857296114955	6	3	2	3	4	0
FN4_D1_batch2_136_108	369	-69	stereoseq_liver	FN4_D1_batch2	9	6	1.4546247143256	4	7	1	7	4	5
FN4_D1_batch2_171_178	404	1	stereoseq_liver	FN4_D1_batch2	9	8	1.47811986600297	2	0	4	4	5	4
FN4_D1_batch2_237_265	470	88	stereoseq_liver	FN4_D1_batch2	9	9	1.50559985800327	1	6	5	6	3	3
FN4_D1_batch2_140_142	373	-35	stereoseq_liver	FN4_D1_batch2	9	5	1.47770025077707	6	2	3	1	0	1
FN4_D1_batch2_170_259	403	82	stereoseq_liver	FN4_D1_batch2	9	7	1.54659535360717	9	1	0	3	1	0
FN4_D1_batch2_194_145	427	-32	stereoseq_liver	FN4_D1_batch2	9	8	1.35360548532521	2	2	4	4	5	1
FN4_D1_batch2_182_102	415	-75	stereoseq_liver	FN4_D1_batch2	9	8	1.44518587894808	2	2	6	6	5	1
FN4_D1_batch2_211_196	444	19	stereoseq_liver	FN4_D1_batch2	9	3	1.6458480130024	4	1	1	2	2	6
FN4_D1_batch2_131_148	364	-29	stereoseq_liver	FN4_D1_batch2	9	6	1.56071040904141	4	7	1	2	2	5
FN4_D1_batch2_156_143	389	-34	stereoseq_liver	FN4_D1_batch2	9	4	1.46957900021162	3	4	3	6	1	1
FN4_D1_batch2_151_105	384	-72	stereoseq_liver	FN4_D1_batch2	9	8	1.47770025077707	6	2	6	1	0	1
FN4_D1_batch2_177_162	410	-15	stereoseq_liver	FN4_D1_batch2	9	4	1.43107082351385	3	3	2	3	7	1
FN4_D1_batch2_170_257	403	80	stereoseq_liver	FN4_D1_batch2	9	4	1.29244138740186	9	4	5	6	0	3
FN4_D1_batch2_185_256	418	79	stereoseq_liver	FN4_D1_batch2	9	3	1.6458480130024	4	1	1	2	2	6
FN4_D1_batch2_162_135	395	-42	stereoseq_liver	FN4_D1_batch2	9	3	1.2479687754025	7	3	0	7	2	7
FN4_D1_batch2_193_246	426	69	stereoseq_liver	FN4_D1_batch2	9	7	1.56883165960686	9	1	0	7	1	0
FN4_D1_batch2_185_74	418	-103	stereoseq_liver	FN4_D1_batch2	9	2	1.54659535360717	8	5	2	5	3	1
FN4_D1_batch2_176_218	409	41	stereoseq_liver	FN4_D1_batch2	9	3	1.52220223234363	4	1	0	7	2	0
FN4_D1_batch2_133_211	366	34	stereoseq_liver	FN4_D1_batch2	9	4	1.60733983630463	9	4	2	6	1	0
FN4_D1_batch2_220_142	453	-35	stereoseq_liver	FN4_D1_batch2	9	2	1.56967089005864	8	5	6	9	3	4
FN4_D1_batch2_149_124	382	-53	stereoseq_liver	FN4_D1_batch2	9	8	1.26208383083673	2	2	2	6	7	1
FN4_D1_batch2_142_249	375	72	stereoseq_liver	FN4_D1_batch2	9	9	1.48453328609765	5	6	2	6	3	0
FN4_D1_batch2_146_71	379	-106	stereoseq_liver	FN4_D1_batch2	9	6	1.59963820096508	4	8	1	2	4	5
FN4_D1_batch2_194_286	427	109	stereoseq_liver	FN4_D1_batch2	9	9	1.4075169327021	5	6	6	6	3	0
FN4_D1_batch2_167_274	400	97	stereoseq_liver	FN4_D1_batch2	9	9	1.30709453921281	5	6	5	6	3	3
FN4_D1_batch2_183_148	416	-29	stereoseq_liver	FN4_D1_batch2	9	4	1.4075169327021	3	4	3	4	5	2
FN4_D1_batch2_192_109	425	-68	stereoseq_liver	FN4_D1_batch2	9	9	1.63131334234228	2	3	6	6	3	1
FN4_D1_batch2_242_239	475	62	stereoseq_liver	FN4_D1_batch2	9	9	1.35489370057009	5	6	8	5	6	8
FN4_D1_batch2_149_227	382	50	stereoseq_liver	FN4_D1_batch2	9	7	1.46957900021162	9	1	2	3	7	0
FN4_D1_batch2_156_71	389	-106	stereoseq_liver	FN4_D1_batch2	9	8	1.42083595531659	2	5	6	1	3	1
FN4_D1_batch2_236_206	469	29	stereoseq_liver	FN4_D1_batch2	9	1	1.42083595531659	6	8	0	3	4	0
FN4_D1_batch2_238_218	471	41	stereoseq_liver	FN4_D1_batch2	9	9	1.41695576807962	5	6	5	6	3	0
FN4_D1_batch2_173_256	406	79	stereoseq_liver	FN4_D1_batch2	9	5	1.44560549417398	1	0	5	6	0	3
FN4_D1_batch2_204_175	437	-2	stereoseq_liver	FN4_D1_batch2	9	7	1.14580918187524	7	3	0	7	7	0
FN4_D1_batch2_180_200	413	23	stereoseq_liver	FN4_D1_batch2	9	5	1.53164106772115	1	0	3	6	1	2
FN4_D1_batch2_198_142	431	-35	stereoseq_liver	FN4_D1_batch2	9	8	1.43191005396564	2	2	4	1	5	1
FN4_D1_batch2_186_186	419	9	stereoseq_liver	FN4_D1_batch2	9	5	1.52220223234363	1	0	3	1	0	2
FN4_D1_batch2_183_138	416	-39	stereoseq_liver	FN4_D1_batch2	9	7	1.32891122998659	7	3	0	3	7	1
FN4_D1_batch2_218_204	451	27	stereoseq_liver	FN4_D1_batch2	9	4	1.56883165960686	9	3	2	6	1	0
FN4_D1_batch2_194_272	427	95	stereoseq_liver	FN4_D1_batch2	9	3	1.60733983630463	4	1	1	7	2	6
FN4_D1_batch2_183_151	416	-26	stereoseq_liver	FN4_D1_batch2	9	8	1.31347858974029	3	8	3	1	5	1
FN4_D1_batch2_140_229	373	52	stereoseq_liver	FN4_D1_batch2	9	5	1.35835427258117	1	0	3	1	0	3
FN4_D1_batch2_183_80	416	-97	stereoseq_liver	FN4_D1_batch2	9	6	1.2475491601766	8	7	1	7	4	5
FN4_D1_batch2_230_251	463	74	stereoseq_liver	FN4_D1_batch2	9	5	1.35835427258117	1	0	3	1	0	3
FN4_D1_batch2_227_196	460	19	stereoseq_liver	FN4_D1_batch2	9	5	1.42895720588204	6	2	3	1	0	2
FN4_D1_batch2_188_78	421	-99	stereoseq_liver	FN4_D1_batch2	9	6	1.31512667819463	8	7	1	5	4	7
FN4_D1_batch2_202_112	435	-65	stereoseq_liver	FN4_D1_batch2	9	8	1.47859822036325	2	3	6	1	3	1
FN4_D1_batch2_177_146	410	-31	stereoseq_liver	FN4_D1_batch2	9	3	1.39256264681608	3	3	0	7	2	7
FN4_D1_batch2_200_277	433	100	stereoseq_liver	FN4_D1_batch2	9	1	1.52220223234363	5	1	0	3	2	0
FN4_D1_batch2_202_179	435	2	stereoseq_liver	FN4_D1_batch2	9	3	1.6458480130024	4	1	1	2	2	6
FN4_D1_batch2_130_152	363	-25	stereoseq_liver	FN4_D1_batch2	9	4	1.46957900021162	7	4	2	3	1	1
FN4_D1_batch2_208_116	441	-61	stereoseq_liver	FN4_D1_batch2	9	8	1.42083595531659	2	5	6	1	3	1
FN4_D1_batch2_210_149	443	-28	stereoseq_liver	FN4_D1_batch2	9	9	1.63131334234228	2	3	6	6	3	1
FN4_D1_batch2_232_150	465	-27	stereoseq_liver	FN4_D1_batch2	9	9	1.40592758338214	8	5	2	3	3	1
FN4_D1_batch2_238_179	471	2	stereoseq_liver	FN4_D1_batch2	9	9	1.3831670090706	6	6	2	3	3	2
FN4_D1_batch2_237_152	470	-25	stereoseq_liver	FN4_D1_batch2	9	8	1.36647552314662	6	5	4	1	3	2
FN4_D1_batch2_128_127	361	-50	stereoseq_liver	FN4_D1_batch2	9	8	1.25567041074205	6	2	5	6	0	1
FN4_D1_batch2_209_127	442	-50	stereoseq_liver	FN4_D1_batch2	9	6	1.40023491258843	7	3	2	9	4	7
FN4_D1_batch2_166_91	399	-86	stereoseq_liver	FN4_D1_batch2	9	8	1.15345021847963	2	2	4	9	5	4
FN4_D1_batch2_173_265	406	88	stereoseq_liver	FN4_D1_batch2	9	5	1.44560549417398	1	0	5	6	0	3
FN4_D1_batch2_167_160	400	-17	stereoseq_liver	FN4_D1_batch2	9	5	1.42423778819328	3	4	3	1	5	2
FN4_D1_batch2_229_159	462	-18	stereoseq_liver	FN4_D1_batch2	9	8	1.38411089260836	2	2	4	1	5	2
FN4_D1_batch2_198_122	431	-55	stereoseq_liver	FN4_D1_batch2	9	6	1.43107082351385	7	7	1	7	4	7
FN4_D1_batch2_155_158	388	-19	stereoseq_liver	FN4_D1_batch2	9	4	1.37844759138184	3	8	2	3	1	1
FN4_D1_batch2_178_242	411	65	stereoseq_liver	FN4_D1_batch2	9	7	1.53074309813497	9	4	0	7	1	6
FN4_D1_batch2_145_78	378	-99	stereoseq_liver	FN4_D1_batch2	9	9	1.48453328609765	6	5	6	6	3	1
FN4_D1_batch2_240_209	473	32	stereoseq_liver	FN4_D1_batch2	9	2	1.35489370057009	5	6	8	5	6	8
FN4_D1_batch2_175_231	408	54	stereoseq_liver	FN4_D1_batch2	9	7	1.6458480130024	9	4	2	3	1	0
FN4_D1_batch2_181_111	414	-66	stereoseq_liver	FN4_D1_batch2	9	6	1.43790385883442	7	7	1	2	2	5
FN4_D1_batch2_172_79	405	-98	stereoseq_liver	FN4_D1_batch2	9	8	1.23301448951648	8	3	6	6	4	1
FN4_D1_batch2_131_207	364	30	stereoseq_liver	FN4_D1_batch2	9	7	1.54659535360717	9	1	0	3	1	0
FN4_D1_batch2_168_225	401	48	stereoseq_liver	FN4_D1_batch2	9	3	1.6458480130024	4	1	1	2	2	6
FN4_D1_batch2_132_135	365	-42	stereoseq_liver	FN4_D1_batch2	9	8	1.25567041074205	6	2	5	6	0	1
FN4_D1_batch2_212_160	445	-17	stereoseq_liver	FN4_D1_batch2	9	4	1.4764120355322	7	3	2	6	7	0
FN4_D1_batch2_231_212	464	35	stereoseq_liver	FN4_D1_batch2	9	1	1.5611300242673	6	7	0	3	2	0
FN4_D1_batch2_147_74	380	-103	stereoseq_liver	FN4_D1_batch2	9	6	1.39256264681608	7	7	1	7	4	5
FN4_D1_batch2_193_159	426	-18	stereoseq_liver	FN4_D1_batch2	9	8	1.52220223234363	2	3	6	6	5	1
FN4_D1_batch2_171_224	404	47	stereoseq_liver	FN4_D1_batch2	9	3	1.6458480130024	4	1	1	2	2	6
FN4_D1_batch2_177_107	410	-70	stereoseq_liver	FN4_D1_batch2	9	8	1.43191005396564	2	2	4	1	5	1
FN4_D1_batch2_160_250	393	73	stereoseq_liver	FN4_D1_batch2	9	7	1.6458480130024	9	4	2	3	1	0
FN4_D1_batch2_170_97	403	-80	stereoseq_liver	FN4_D1_batch2	9	7	1.32891122998659	7	3	0	3	7	1
FN4_D1_batch2_183_85	416	-92	stereoseq_liver	FN4_D1_batch2	9	9	1.63131334234228	2	3	6	6	3	1
FN4_D1_batch2_134_208	367	31	stereoseq_liver	FN4_D1_batch2	9	3	1.6458480130024	4	1	1	2	2	6
FN4_D1_batch2_161_115	394	-62	stereoseq_liver	FN4_D1_batch2	9	8	1.46915938498573	2	2	6	6	0	1
FN4_D1_batch2_174_197	407	20	stereoseq_liver	FN4_D1_batch2	9	4	1.51578881224895	3	4	2	6	1	0
FN4_D1_batch2_218_212	451	35	stereoseq_liver	FN4_D1_batch2	9	3	1.52220223234363	4	1	0	7	2	0
FN4_D1_batch2_136_249	369	72	stereoseq_liver	FN4_D1_batch2	9	9	1.48453328609765	5	6	2	6	3	0
FN4_D1_batch2_187_176	420	-1	stereoseq_liver	FN4_D1_batch2	9	4	1.34677245000464	3	4	5	6	1	2
FN4_D1_batch2_186_241	419	64	stereoseq_liver	FN4_D1_batch2	9	5	1.35835427258117	1	0	3	1	0	3
FN4_D1_batch2_126_181	359	4	stereoseq_liver	FN4_D1_batch2	9	5	1.52220223234363	1	0	3	1	0	2
FN4_D1_batch2_156_82	389	-95	stereoseq_liver	FN4_D1_batch2	9	8	1.44009004366548	2	2	6	1	3	1
FN4_D1_batch2_240_206	473	29	stereoseq_liver	FN4_D1_batch2	9	9	1.32363817441878	5	6	8	3	3	8
FN4_D1_batch2_224_153	457	-24	stereoseq_liver	FN4_D1_batch2	9	9	1.34381960192104	2	2	5	6	3	2
FN4_D1_batch2_193_150	426	-27	stereoseq_liver	FN4_D1_batch2	9	8	1.58468391507905	2	3	6	6	0	1
FN4_D1_batch2_153_115	386	-62	stereoseq_liver	FN4_D1_batch2	9	8	1.35360548532521	2	2	4	4	5	1
FN4_D1_batch2_149_94	382	-83	stereoseq_liver	FN4_D1_batch2	9	9	1.49747860743782	7	3	2	3	7	1
FN4_D1_batch2_163_240	396	63	stereoseq_liver	FN4_D1_batch2	9	5	1.48495290132354	1	0	4	4	0	3
FN4_D1_batch2_234_244	467	67	stereoseq_liver	FN4_D1_batch2	9	3	1.44560549417398	5	1	1	7	4	6
FN4_D1_batch2_181_264	414	87	stereoseq_liver	FN4_D1_batch2	9	5	1.48495290132354	1	0	4	4	0	3
FN4_D1_batch2_180_189	413	12	stereoseq_liver	FN4_D1_batch2	9	3	1.4546247143256	3	1	0	7	2	6
FN4_D1_batch2_192_227	425	50	stereoseq_liver	FN4_D1_batch2	9	5	1.52220223234363	1	0	3	1	0	2
FN4_D1_batch2_158_267	391	90	stereoseq_liver	FN4_D1_batch2	9	1	1.43107082351385	5	8	0	3	4	0
FN4_D1_batch2_165_132	398	-45	stereoseq_liver	FN4_D1_batch2	9	6	1.4070973174762	7	7	1	7	2	5
FN4_D1_batch2_127_227	360	50	stereoseq_liver	FN4_D1_batch2	9	1	1.35447408534419	5	6	0	3	3	0
FN4_D1_batch2_121_181	354	4	stereoseq_liver	FN4_D1_batch2	9	5	1.61677867168215	1	6	3	1	0	2
FN4_D1_batch2_118_151	351	-26	stereoseq_liver	FN4_D1_batch2	9	6	1.48411367087175	5	8	1	2	4	5
FN4_D1_batch2_213_178	446	1	stereoseq_liver	FN4_D1_batch2	9	4	1.43107082351385	6	3	2	6	1	0
FN4_D1_batch2_197_237	430	60	stereoseq_liver	FN4_D1_batch2	9	3	1.6458480130024	4	1	1	2	2	6
FN4_D1_batch2_128_151	361	-26	stereoseq_liver	FN4_D1_batch2	9	4	1.47728063555118	6	3	2	3	7	1
FN4_D1_batch2_152_196	385	19	stereoseq_liver	FN4_D1_batch2	9	3	1.53164106772115	3	1	0	2	2	6
FN4_D1_batch2_152_126	385	-51	stereoseq_liver	FN4_D1_batch2	9	8	1.2595671423634	2	2	4	1	5	4
FN4_D1_batch2_165_160	398	-17	stereoseq_liver	FN4_D1_batch2	9	5	1.42423778819328	3	4	3	1	5	2
FN4_D1_batch2_223_163	456	-14	stereoseq_liver	FN4_D1_batch2	9	7	1.56071040904141	2	3	6	3	1	0
FN4_D1_batch2_238_213	471	36	stereoseq_liver	FN4_D1_batch2	9	9	1.32026571110929	5	6	6	6	3	2
FN4_D1_batch2_168_277	401	100	stereoseq_liver	FN4_D1_batch2	9	1	1.24578259057144	5	8	0	3	3	0
FN4_D1_batch2_237_193	470	16	stereoseq_liver	FN4_D1_batch2	9	1	1.36779310795869	6	8	6	6	3	2
FN4_D1_batch2_229_180	462	3	stereoseq_liver	FN4_D1_batch2	9	9	1.39298226204197	6	3	6	6	7	2
FN4_D1_batch2_195_281	428	104	stereoseq_liver	FN4_D1_batch2	9	5	1.35835427258117	1	0	3	1	0	3
FN4_D1_batch2_211_285	444	108	stereoseq_liver	FN4_D1_batch2	9	5	1.52862948050316	1	6	4	1	0	3
FN4_D1_batch2_121_127	354	-50	stereoseq_liver	FN4_D1_batch2	9	8	1.4020014821936	6	8	4	1	3	4
FN4_D1_batch2_197_146	430	-31	stereoseq_liver	FN4_D1_batch2	9	8	1.58468391507905	2	3	6	6	0	1
FN4_D1_batch2_136_146	369	-31	stereoseq_liver	FN4_D1_batch2	9	5	1.30826427330686	6	2	3	1	0	4
FN4_D1_batch2_176_186	409	9	stereoseq_liver	FN4_D1_batch2	9	4	1.51578881224895	3	4	2	6	1	0
FN4_D1_batch2_132_146	365	-31	stereoseq_liver	FN4_D1_batch2	9	7	1.43107082351385	9	3	0	7	2	7
FN4_D1_batch2_206_168	439	-9	stereoseq_liver	FN4_D1_batch2	9	8	1.47859822036325	2	2	6	1	0	2
FN4_D1_batch2_157_159	390	-18	stereoseq_liver	FN4_D1_batch2	9	4	1.27877531676072	3	4	5	6	5	1
FN4_D1_batch2_179_193	412	16	stereoseq_liver	FN4_D1_batch2	9	3	1.60733983630463	4	1	1	7	2	6
FN4_D1_batch2_239_264	472	87	stereoseq_liver	FN4_D1_batch2	9	9	1.36172673589066	5	6	2	6	3	8
FN4_D1_batch2_182_213	415	36	stereoseq_liver	FN4_D1_batch2	9	5	1.48411367087175	1	4	3	1	1	3
FN4_D1_batch2_238_140	471	-37	stereoseq_liver	FN4_D1_batch2	9	2	1.52220223234363	8	5	7	5	6	7
FN4_D1_batch2_181_210	414	33	stereoseq_liver	FN4_D1_batch2	9	5	1.49397212147517	1	0	4	4	0	2
FN4_D1_batch2_177_259	410	82	stereoseq_liver	FN4_D1_batch2	9	5	1.46957900021162	1	0	5	6	1	3
FN4_D1_batch2_225_112	458	-65	stereoseq_liver	FN4_D1_batch2	9	2	1.48369405564586	8	5	7	5	6	4
FN4_D1_batch2_197_154	430	-23	stereoseq_liver	FN4_D1_batch2	9	6	1.3010116227604	7	7	0	7	4	5
FN4_D1_batch2_131_115	364	-62	stereoseq_liver	FN4_D1_batch2	9	9	1.46957900021162	6	3	2	6	7	1
FN4_D1_batch2_194_126	427	-51	stereoseq_liver	FN4_D1_batch2	9	6	1.5080871769094	7	7	1	2	4	5
FN4_D1_batch2_137_241	370	64	stereoseq_liver	FN4_D1_batch2	9	9	1.39770167973073	5	6	2	9	3	0
FN4_D1_batch2_158_156	391	-21	stereoseq_liver	FN4_D1_batch2	9	4	1.2693364813832	3	4	5	6	1	1
FN4_D1_batch2_120_151	353	-26	stereoseq_liver	FN4_D1_batch2	9	6	1.59963820096508	4	8	1	2	4	5
FN4_D1_batch2_236_203	469	26	stereoseq_liver	FN4_D1_batch2	9	9	1.41536641875967	6	8	2	6	3	0
FN4_D1_batch2_184_66	417	-111	stereoseq_liver	FN4_D1_batch2	9	2	1.48369405564586	8	5	7	5	6	4
FN4_D1_batch2_139_178	372	1	stereoseq_liver	FN4_D1_batch2	9	5	1.53164106772115	1	0	3	6	1	2
FN4_D1_batch2_226_157	459	-20	stereoseq_liver	FN4_D1_batch2	9	8	1.38411089260836	2	2	4	1	5	2
FN4_D1_batch2_205_150	438	-27	stereoseq_liver	FN4_D1_batch2	9	6	1.5080871769094	7	7	1	2	4	5
FN4_D1_batch2_213_210	446	33	stereoseq_liver	FN4_D1_batch2	9	3	1.60733983630463	4	1	1	7	2	6
FN4_D1_batch2_209_269	442	92	stereoseq_liver	FN4_D1_batch2	9	4	1.49355250624927	9	4	2	9	1	0
FN4_D1_batch2_163_99	396	-78	stereoseq_liver	FN4_D1_batch2	9	8	1.61588070209597	7	3	2	9	7	1
FN4_D1_batch2_162_113	395	-64	stereoseq_liver	FN4_D1_batch2	9	8	1.44518587894808	2	2	6	6	5	1
FN4_D1_batch2_236_268	469	91	stereoseq_liver	FN4_D1_batch2	9	9	1.30709453921281	5	6	5	6	3	3
FN4_D1_batch2_202_131	435	-46	stereoseq_liver	FN4_D1_batch2	9	6	1.39256264681608	7	7	1	7	4	5
FN4_D1_batch2_213_188	446	11	stereoseq_liver	FN4_D1_batch2	9	8	1.3857296114955	6	2	5	1	7	2
FN4_D1_batch2_125_212	358	35	stereoseq_liver	FN4_D1_batch2	9	9	1.56883165960686	5	6	2	3	0	0
FN4_D1_batch2_135_136	368	-41	stereoseq_liver	FN4_D1_batch2	9	8	1.47770025077707	6	2	3	1	0	1
FN4_D1_batch2_155_127	388	-50	stereoseq_liver	FN4_D1_batch2	9	8	1.30784465808097	2	2	3	1	5	4
FN4_D1_batch2_202_274	435	97	stereoseq_liver	FN4_D1_batch2	9	7	1.6458480130024	9	4	2	3	1	0
FN4_D1_batch2_147_130	380	-47	stereoseq_liver	FN4_D1_batch2	9	8	1.29082266851471	2	2	4	4	5	4
FN4_D1_batch2_224_207	457	30	stereoseq_liver	FN4_D1_batch2	9	3	1.60733983630463	4	1	1	7	2	6
FN4_D1_batch2_206_267	439	90	stereoseq_liver	FN4_D1_batch2	9	5	1.35835427258117	1	0	3	1	0	3
FN4_D1_batch2_169_248	402	71	stereoseq_liver	FN4_D1_batch2	9	5	1.38486101147652	1	0	3	6	0	3
FN4_D1_batch2_202_223	435	46	stereoseq_liver	FN4_D1_batch2	9	3	1.60733983630463	4	1	1	7	2	6
FN4_D1_batch2_172_110	405	-67	stereoseq_liver	FN4_D1_batch2	9	8	1.35360548532521	2	2	4	4	5	1
FN4_D1_batch2_220_269	453	92	stereoseq_liver	FN4_D1_batch2	9	4	1.46957900021162	9	4	2	6	0	0
FN4_D1_batch2_240_208	473	31	stereoseq_liver	FN4_D1_batch2	9	1	1.36942837123021	5	6	8	3	6	8
FN4_D1_batch2_209_102	442	-75	stereoseq_liver	FN4_D1_batch2	9	2	1.52220223234363	8	5	7	5	6	7
FN4_D1_batch2_224_157	457	-20	stereoseq_liver	FN4_D1_batch2	9	8	1.38411089260836	2	2	4	1	5	2
FN4_D1_batch2_223_105	456	-72	stereoseq_liver	FN4_D1_batch2	9	2	1.48369405564586	8	5	7	5	6	4
FN4_D1_batch2_159_267	392	90	stereoseq_liver	FN4_D1_batch2	9	1	1.43107082351385	5	8	0	3	4	0
FN4_D1_batch2_148_135	381	-42	stereoseq_liver	FN4_D1_batch2	9	6	1.5611300242673	7	7	1	2	7	5
FN4_D1_batch2_154_67	387	-110	stereoseq_liver	FN4_D1_batch2	9	3	1.39686244927894	6	8	1	7	4	7
FN4_D1_batch2_124_157	357	-20	stereoseq_liver	FN4_D1_batch2	9	5	1.37032634081639	6	8	3	1	0	1
FN4_D1_batch2_199_216	432	39	stereoseq_liver	FN4_D1_batch2	9	7	1.55429698894673	9	1	2	3	1	0
FN4_D1_batch2_213_209	446	32	stereoseq_liver	FN4_D1_batch2	9	3	1.6462676282283	4	1	0	9	2	4
FN4_D1_batch2_135_89	368	-88	stereoseq_liver	FN4_D1_batch2	9	8	1.36130712066477	6	8	4	1	0	4
FN4_D1_batch2_136_90	369	-87	stereoseq_liver	FN4_D1_batch2	9	5	1.36130712066477	6	8	4	1	0	4
FN4_D1_batch2_162_148	395	-29	stereoseq_liver	FN4_D1_batch2	9	6	1.5080871769094	3	7	0	2	2	5
FN4_D1_batch2_143_131	376	-46	stereoseq_liver	FN4_D1_batch2	9	8	1.29082266851471	2	2	4	4	0	4
FN4_D1_batch2_223_206	456	29	stereoseq_liver	FN4_D1_batch2	9	1	1.48411367087175	6	1	0	3	2	0
FN4_D1_batch2_211_133	444	-44	stereoseq_liver	FN4_D1_batch2	9	8	1.41695576807962	2	5	4	1	3	4
FN4_D1_batch2_200_136	433	-41	stereoseq_liver	FN4_D1_batch2	9	8	1.40242109741949	2	2	4	1	3	1
FN4_D1_batch2_183_221	416	44	stereoseq_liver	FN4_D1_batch2	9	3	1.6458480130024	4	1	1	2	2	6
